product_url	name	description	image_url	category	price
http://poisondrop.ru/catalog/sergi/sergi_iz_naturalnogo_tsvetka_pokrytogo_yuvelirnoy_smoloy_i_emalyu/	Серьги из натурального цветка, покрытого ювелирной смолой и эмалью		http://poisondrop.ru/upload/iblock/d4e/d4e26ff841cf0d4b401339da50937161.jpg	Каталог товаров>Серьги	576.99
http://poisondrop.ru/catalog/sergi/sergi_iz_kruzheva_pokrytogo_chernenym_serebrom_kollektsiya_sakura/	Серьги из кружева, покрытого черненым серебром. Коллекция Sakura		http://poisondrop.ru/upload/iblock/4f4/4f4bfeb54c99d679a44fe83e6a5fa938.jpg	Каталог товаров>Серьги	352.79
http://poisondrop.ru/catalog/sergi/kruzhevnye_sergi_iz_kollektsii_sakura/	Кружевные серьги из коллекции Sakura		http://poisondrop.ru/upload/iblock/071/071a38d6de51cfdee56d1e75b1ad1d6d.jpg	Каталог товаров>Серьги	572.04
http://poisondrop.ru/catalog/sergi/sergi_dandelion_kruzhevo_pokrytoe_chernenym_serebrom/	Серьги Dandelion. Кружево, покрытое черненым серебром		http://poisondrop.ru/upload/iblock/f35/f35c2dbb36897de2e4c226fa633b6012.jpg	Каталог товаров>Серьги	158.26
http://poisondrop.ru/catalog/sergi/pletenye_sergi_iz_kollektsii_reverse_pokrytye_chernenym_serebrom/	Плетеные серьги из коллекции Reverse, покрытые черненым серебром		http://poisondrop.ru/upload/iblock/0ab/0ab852e30f18e25d46521154123f7486.jpg	Каталог товаров>Серьги	189.58
http://poisondrop.ru/catalog/sergi/kruzhevnye_sergi_iz_kollektsii_reverse_pokrytye_zolotom/	Кружевные серьги из коллекции Reverse, покрытые золотом		http://poisondrop.ru/upload/iblock/a98/a98a5464515d0c294b1d0054090a2c5e.jpg	Каталог товаров>Серьги	356.74
http://poisondrop.ru/catalog/sergi/sergi_iz_kollektsii_reverse_na_dlinnoy_tsepochke/	Серьги из коллекции Reverse на длинной цепочке		http://poisondrop.ru/upload/iblock/464/464a988f41b78f8afda005d58e19ddd0.jpg	Каталог товаров>Серьги	204.42
http://poisondrop.ru/catalog/sergi/troynye_sergi_iz_kollektsii_reverse/	Тройные серьги из коллекции Reverse		http://poisondrop.ru/upload/iblock/181/181a56b84f503e63339d08690e5e2b83.jpg	Каталог товаров>Серьги	466.53
http://poisondrop.ru/catalog/sergi/sergi_iz_kruzheva_pokrytogo_zolotom/	Серьги из кружева, покрытого золотом		http://poisondrop.ru/upload/iblock/f38/f38eddb2b6135febacb687959967ce56.jpg	Каталог товаров>Серьги	415.43
http://poisondrop.ru/catalog/sergi/kaffa_s_kristallami_v_vide_kryla/	Каффа с кристаллами в виде крыла			Каталог товаров>Серьги	98.91
http://poisondrop.ru/catalog/sergi/serebryanaya_serga_v_vide_skripki/	Серебряная серьга в виде скрипки			Каталог товаров>Серьги	97.26
http://poisondrop.ru/catalog/sergi/serebryanye_sergi_v_vide_perev/	Серебряные серьги в виде перьев			Каталог товаров>Серьги	151.34
http://poisondrop.ru/catalog/sergi/serebryanaya_serga_v_vide_kresta/	Серебряная серьга в виде креста			Каталог товаров>Серьги	97.26
http://poisondrop.ru/catalog/sergi/serebryanaya_serga_v_vide_klyucha/	Серебряная серьга в виде ключа			Каталог товаров>Серьги	97.26
http://poisondrop.ru/catalog/sergi/izyashchnye_sergi_s_krasnymi_kristallami/	Изящные серьги с красными кристаллами			Каталог товаров>Серьги	494.23
http://poisondrop.ru/catalog/sergi/izyashchnye_sergi_s_fioletovymi_kristallami/	Изящные серьги с фиолетовыми кристаллами			Каталог товаров>Серьги	494.23
http://poisondrop.ru/catalog/sergi/kaffa_na_levoe_ukho_s_kristallami/	Каффа на левое ухо с кристаллами			Каталог товаров>Серьги	89.02
